pair_id,strategy,detail
00844,pred_vs_pred,sample_000148_f08_final_g10s50|final_static
00845,pred_vs_pred,sample_000149_f15_sub_ck667|sub_g25
00846,pred_vs_pred,sample_000149_f09_sub_ck667|sub_g25
00847,pred_vs_pred,sample_000150_f15_sub_g25|final_g10s50
00848,pred_vs_pred,sample_000150_f10_sub_ck667|sub_g25
00849,pred_vs_pred,sample_000150_f15_final_g10s50|final_static
00850,pred_vs_pred,sample_000150_f03_sub_g25|final_g10s50
00851,pred_vs_pred,sample_000150_f06_sub_ck667|final_static
00852,pred_vs_pred,sample_000150_f12_sub_g25|final_static
00853,pred_vs_pred,sample_000150_f09_sub_g25|final_g10s50
00854,pred_vs_pred,sample_000151_f01_sub_g25|final_static
00855,pred_vs_pred,sample_000151_f14_sub_ck667|final_g10s50
00856,pred_vs_pred,sample_000151_f11_final_g10s50|final_static
00857,pred_vs_pred,sample_000151_f13_sub_ck667|final_g10s50
00858,pred_vs_pred,sample_000151_f12_sub_ck667|sub_g25
00859,pred_vs_pred,sample_000151_f08_sub_g25|final_static
00860,pred_vs_pred,sample_000151_f09_sub_g25|final_g10s50
00861,pred_vs_pred,sample_000152_f14_sub_g25|final_g10s50
00862,pred_vs_pred,sample_000152_f15_sub_ck667|final_static
00863,pred_vs_pred,sample_000152_f00_sub_ck667|final_g10s50
00864,pred_vs_pred,sample_000152_f05_sub_g25|final_static
00865,pred_vs_pred,sample_000152_f07_sub_g25|final_static
00866,pred_vs_pred,sample_000152_f04_sub_g25|final_g10s50
00867,pred_vs_pred,sample_000152_f10_sub_g25|final_static
00868,pred_vs_pred,sample_000153_f12_sub_g25|final_static
00869,pred_vs_pred,sample_000153_f01_sub_g25|final_g10s50
00870,pred_vs_pred,sample_000153_f01_final_g10s50|final_static
00871,pred_vs_pred,sample_000153_f04_sub_g25|final_g10s50
00872,pred_vs_pred,sample_000153_f03_final_g10s50|final_static
00873,pred_vs_pred,sample_000154_f09_final_g10s50|final_static
00874,pred_vs_pred,sample_000154_f02_sub_ck667|final_static
00875,pred_vs_pred,sample_000154_f15_sub_g25|final_static
00876,pred_vs_pred,sample_000154_f12_sub_ck667|final_static
00877,pred_vs_pred,sample_000154_f13_sub_g25|final_static
00878,pred_vs_pred,sample_000155_f07_sub_ck667|final_static
00879,pred_vs_pred,sample_000155_f02_sub_g25|final_static
00880,pred_vs_pred,sample_000155_f08_final_g10s50|final_static
00881,pred_vs_pred,sample_000155_f08_sub_ck667|final_g10s50
00882,pred_vs_pred,sample_000155_f09_final_g10s50|final_static
00883,pred_vs_pred,sample_000156_f05_sub_ck667|sub_g25
00884,pred_vs_pred,sample_000156_f08_final_g10s50|final_static
00885,pred_vs_pred,sample_000156_f07_sub_g25|final_g10s50
00886,pred_vs_pred,sample_000156_f10_sub_ck667|sub_g25
00887,pred_vs_pred,sample_000156_f06_final_g10s50|final_static
00888,pred_vs_pred,sample_000156_f02_sub_g25|final_g10s50
00889,pred_vs_pred,sample_000156_f05_final_g10s50|final_static
00890,pred_vs_pred,sample_000157_f04_sub_ck667|final_g10s50
00891,pred_vs_pred,sample_000157_f13_sub_g25|final_g10s50
00892,pred_vs_pred,sample_000157_f11_sub_ck667|final_g10s50
00893,pred_vs_pred,sample_000157_f05_sub_ck667|sub_g25
00894,pred_vs_pred,sample_000157_f05_sub_ck667|final_g10s50
00895,pred_vs_pred,sample_000157_f03_sub_ck667|sub_g25
00896,pred_vs_pred,sample_000157_f11_sub_g25|final_g10s50
00897,pred_vs_pred,sample_000157_f14_sub_g25|final_static
00898,pred_vs_pred,sample_000159_f07_sub_ck667|sub_g25
00899,pred_vs_pred,sample_000159_f05_final_g10s50|final_static
00900,pred_vs_pred,sample_000159_f02_sub_g25|final_g10s50
00901,pred_vs_pred,sample_000159_f07_sub_ck667|final_static
00902,pred_vs_pred,sample_000159_f11_sub_g25|final_g10s50
00903,pred_vs_pred,sample_000160_f08_sub_ck667|sub_g25
00904,pred_vs_pred,sample_000160_f15_sub_g25|final_static
00905,pred_vs_pred,sample_000160_f09_sub_ck667|final_g10s50
00906,pred_vs_pred,sample_000160_f11_sub_g25|final_static
00907,pred_vs_pred,sample_000160_f14_sub_g25|final_g10s50
00908,pred_vs_pred,sample_000160_f15_sub_ck667|final_g10s50
00909,pred_vs_pred,sample_000160_f00_final_g10s50|final_static
00910,pred_vs_pred,sample_000161_f02_sub_g25|final_g10s50
00911,pred_vs_pred,sample_000161_f12_sub_g25|final_static
00912,pred_vs_pred,sample_000161_f09_sub_ck667|final_g10s50
00913,pred_vs_pred,sample_000161_f05_sub_ck667|final_static
00914,pred_vs_pred,sample_000162_f10_final_g10s50|final_static
00915,pred_vs_pred,sample_000162_f13_sub_ck667|sub_g25
00916,pred_vs_pred,sample_000162_f10_sub_ck667|final_static
00917,pred_vs_pred,sample_000162_f05_sub_ck667|final_static
00918,pred_vs_pred,sample_000162_f11_sub_ck667|final_static
00919,pred_vs_pred,sample_000162_f11_sub_g25|final_g10s50
00920,pred_vs_pred,sample_000162_f05_sub_g25|final_static
00921,pred_vs_pred,sample_000163_f09_sub_ck667|final_g10s50
00922,pred_vs_pred,sample_000163_f02_final_g10s50|final_static
00923,pred_vs_pred,sample_000163_f08_sub_ck667|final_static
00924,pred_vs_pred,sample_000163_f14_final_g10s50|final_static
00925,pred_vs_pred,sample_000164_f07_sub_ck667|final_static
00926,pred_vs_pred,sample_000164_f03_final_g10s50|final_static
00927,pred_vs_pred,sample_000164_f09_sub_g25|final_g10s50
00928,pred_vs_pred,sample_000164_f04_sub_g25|final_static
00929,pred_vs_pred,sample_000164_f15_sub_ck667|final_static
00930,pred_vs_pred,sample_000164_f08_sub_g25|final_static
00931,pred_vs_pred,sample_000164_f02_sub_ck667|final_static
00932,pred_vs_pred,sample_000165_f13_sub_g25|final_static
00933,pred_vs_pred,sample_000165_f15_sub_ck667|sub_g25
00934,pred_vs_pred,sample_000166_f00_sub_g25|final_g10s50
00935,pred_vs_pred,sample_000166_f05_sub_ck667|sub_g25
00936,pred_vs_pred,sample_000166_f12_sub_g25|final_g10s50
00937,pred_vs_pred,sample_000166_f08_sub_g25|final_g10s50
00938,pred_vs_pred,sample_000166_f13_sub_g25|final_static
00939,pred_vs_pred,sample_000166_f15_sub_g25|final_static
00940,pred_vs_pred,sample_000167_f00_sub_ck667|sub_g25
00941,pred_vs_pred,sample_000167_f14_sub_ck667|sub_g25
00942,pred_vs_pred,sample_000167_f05_sub_g25|final_static
00943,pred_vs_pred,sample_000167_f14_sub_g25|final_static
00944,pred_vs_pred,sample_000167_f05_sub_ck667|sub_g25
00945,pred_vs_pred,sample_000167_f04_sub_ck667|sub_g25
00946,pred_vs_pred,sample_000167_f10_sub_ck667|sub_g25
00947,pred_vs_pred,sample_000168_f07_sub_g25|final_g10s50
00948,pred_vs_pred,sample_000168_f02_sub_g25|final_g10s50
00949,pred_vs_pred,sample_000168_f13_sub_ck667|sub_g25
00950,pred_vs_pred,sample_000168_f12_sub_g25|final_g10s50
00951,pred_vs_pred,sample_000168_f07_sub_ck667|final_g10s50
00952,pred_vs_pred,sample_000168_f02_final_g10s50|final_static
00953,pred_vs_pred,sample_000168_f13_sub_g25|final_static
00954,pred_vs_pred,sample_000168_f00_sub_g25|final_static
00955,pred_vs_pred,sample_000169_f14_sub_ck667|final_g10s50
00956,pred_vs_pred,sample_000169_f10_sub_g25|final_static
00957,pred_vs_pred,sample_000169_f01_sub_g25|final_g10s50
00958,pred_vs_pred,sample_000169_f08_sub_ck667|final_g10s50
00959,pred_vs_pred,sample_000169_f13_final_g10s50|final_static
00960,pred_vs_pred,sample_000169_f02_sub_ck667|final_g10s50
00961,pred_vs_pred,sample_000169_f01_sub_ck667|sub_g25
00962,pred_vs_pred,sample_000169_f08_final_g10s50|final_static
00963,pred_vs_pred,sample_000169_f06_sub_g25|final_static
00964,pred_vs_pred,sample_000169_f04_final_g10s50|final_static
00965,pred_vs_pred,sample_000170_f02_sub_ck667|sub_g25
00966,pred_vs_pred,sample_000170_f03_sub_ck667|final_g10s50
00967,pred_vs_pred,sample_000170_f02_sub_ck667|final_g10s50
00968,pred_vs_pred,sample_000170_f13_sub_g25|final_static
00969,pred_vs_pred,sample_000171_f14_sub_g25|final_g10s50
00970,pred_vs_pred,sample_000171_f07_final_g10s50|final_static
00971,pred_vs_pred,sample_000171_f03_sub_ck667|final_g10s50
00972,pred_vs_pred,sample_000172_f04_sub_ck667|final_g10s50
00973,pred_vs_pred,sample_000172_f05_final_g10s50|final_static
00974,pred_vs_pred,sample_000172_f05_sub_ck667|sub_g25
00975,pred_vs_pred,sample_000173_f06_sub_ck667|sub_g25
00976,pred_vs_pred,sample_000173_f09_sub_g25|final_g10s50
00977,pred_vs_pred,sample_000173_f00_sub_ck667|sub_g25
00978,pred_vs_pred,sample_000173_f01_sub_ck667|final_static
00979,pred_vs_pred,sample_000173_f08_sub_ck667|final_g10s50
00980,pred_vs_pred,sample_000173_f03_sub_ck667|final_g10s50
00981,pred_vs_pred,sample_000174_f08_sub_ck667|final_g10s50
00982,pred_vs_pred,sample_000174_f12_final_g10s50|final_static
00983,pred_vs_pred,sample_000174_f03_final_g10s50|final_static
00984,pred_vs_pred,sample_000175_f07_sub_ck667|final_g10s50
00985,pred_vs_pred,sample_000175_f14_sub_ck667|sub_g25
00986,pred_vs_pred,sample_000175_f06_sub_g25|final_static
00987,pred_vs_pred,sample_000176_f04_final_g10s50|final_static
00988,pred_vs_pred,sample_000176_f12_final_g10s50|final_static
00989,pred_vs_pred,sample_000176_f02_sub_g25|final_static
00990,pred_vs_pred,sample_000176_f06_final_g10s50|final_static
00991,pred_vs_pred,sample_000176_f13_sub_g25|final_static
00992,pred_vs_pred,sample_000176_f03_sub_ck667|final_static
00993,pred_vs_pred,sample_000177_f15_sub_ck667|final_g10s50
00994,pred_vs_pred,sample_000177_f12_sub_g25|final_g10s50
00995,pred_vs_pred,sample_000177_f02_sub_ck667|final_static
00996,pred_vs_pred,sample_000177_f14_sub_g25|final_g10s50
00997,pred_vs_pred,sample_000177_f08_sub_ck667|final_g10s50
00998,pred_vs_pred,sample_000177_f06_final_g10s50|final_static
00999,pred_vs_pred,sample_000178_f01_sub_g25|final_static
01000,pred_vs_pred,sample_000178_f08_sub_g25|final_g10s50
01001,pred_vs_pred,sample_000178_f12_sub_ck667|sub_g25
01002,pred_vs_pred,sample_000178_f10_sub_ck667|final_g10s50
01003,pred_vs_pred,sample_000178_f14_sub_g25|final_g10s50
01004,pred_vs_pred,sample_000178_f02_sub_g25|final_static
01005,pred_vs_pred,sample_000179_f00_final_g10s50|final_static
01006,pred_vs_pred,sample_000179_f07_sub_g25|final_g10s50
01007,pred_vs_pred,sample_000179_f03_sub_g25|final_static
01008,pred_vs_pred,sample_000179_f09_sub_ck667|final_g10s50
01009,pred_vs_pred,sample_000179_f13_sub_ck667|final_g10s50
01010,pred_vs_pred,sample_000179_f00_sub_g25|final_g10s50
01011,pred_vs_pred,sample_000179_f11_sub_ck667|sub_g25
01012,pred_vs_pred,sample_000180_f11_sub_g25|final_g10s50
01013,pred_vs_pred,sample_000180_f01_sub_ck667|final_g10s50
01014,pred_vs_pred,sample_000180_f05_sub_ck667|final_static
01015,pred_vs_pred,sample_000180_f13_sub_ck667|final_static
01016,pred_vs_pred,sample_000180_f10_sub_ck667|final_g10s50
01017,pred_vs_pred,sample_000180_f15_sub_g25|final_g10s50
01018,pred_vs_pred,sample_000180_f10_sub_g25|final_g10s50
01019,pred_vs_pred,sample_000181_f12_sub_g25|final_g10s50
01020,pred_vs_pred,sample_000181_f06_sub_ck667|sub_g25
01021,pred_vs_pred,sample_000181_f05_sub_g25|final_static
01022,pred_vs_pred,sample_000181_f00_sub_ck667|final_static
01023,pred_vs_pred,sample_000181_f08_sub_ck667|final_g10s50
01024,pred_vs_pred,sample_000182_f05_sub_ck667|final_static
01025,pred_vs_pred,sample_000182_f12_sub_ck667|sub_g25
01026,pred_vs_pred,sample_000182_f00_sub_ck667|sub_g25
01027,pred_vs_pred,sample_000182_f02_sub_ck667|final_static
01028,pred_vs_pred,sample_000182_f14_sub_g25|final_static
01029,pred_vs_pred,sample_000182_f12_sub_g25|final_static
01030,pred_vs_pred,sample_000182_f02_sub_g25|final_static
01031,pred_vs_pred,sample_000183_f09_sub_g25|final_static
01032,pred_vs_pred,sample_000183_f00_sub_ck667|final_g10s50
01033,pred_vs_pred,sample_000184_f06_sub_g25|final_static
01034,pred_vs_pred,sample_000184_f08_sub_ck667|final_static
01035,pred_vs_pred,sample_000184_f10_final_g10s50|final_static
01036,pred_vs_pred,sample_000184_f02_sub_ck667|final_static
01037,pred_vs_pred,sample_000185_f05_sub_ck667|final_static
01038,pred_vs_pred,sample_000185_f12_sub_ck667|final_g10s50
01039,pred_vs_pred,sample_000185_f12_sub_g25|final_static
01040,pred_vs_pred,sample_000185_f04_sub_ck667|final_static
01041,pred_vs_pred,sample_000185_f09_sub_g25|final_g10s50
01042,pred_vs_pred,sample_000185_f08_sub_g25|final_g10s50
01043,pred_vs_pred,sample_000186_f13_sub_g25|final_static
01044,pred_vs_pred,sample_000186_f12_sub_g25|final_g10s50
01045,pred_vs_pred,sample_000186_f08_sub_ck667|sub_g25
01046,pred_vs_pred,sample_000186_f01_sub_g25|final_g10s50
01047,pred_vs_pred,sample_000186_f12_sub_ck667|final_static
01048,pred_vs_pred,sample_000186_f09_sub_ck667|final_static
01049,pred_vs_pred,sample_000186_f06_sub_ck667|sub_g25
01050,pred_vs_pred,sample_000187_f04_sub_g25|final_g10s50
01051,pred_vs_pred,sample_000187_f03_final_g10s50|final_static
01052,pred_vs_pred,sample_000187_f03_sub_ck667|final_static
01053,pred_vs_pred,sample_000187_f07_sub_ck667|sub_g25
01054,pred_vs_pred,sample_000187_f15_final_g10s50|final_static
01055,pred_vs_pred,sample_000187_f14_sub_ck667|final_g10s50
01056,pred_vs_pred,sample_000188_f09_sub_g25|final_g10s50
01057,pred_vs_pred,sample_000188_f02_sub_g25|final_g10s50
01058,pred_vs_pred,sample_000188_f13_sub_ck667|final_g10s50
01059,pred_vs_pred,sample_000188_f06_sub_g25|final_g10s50
01060,pred_vs_pred,sample_000188_f12_sub_g25|final_static
01061,pred_vs_pred,sample_000188_f07_sub_ck667|final_g10s50
01062,pred_vs_pred,sample_000189_f15_sub_ck667|sub_g25
01063,pred_vs_pred,sample_000189_f09_final_g10s50|final_static
01064,pred_vs_pred,sample_000190_f09_sub_ck667|final_static
01065,pred_vs_pred,sample_000190_f08_sub_ck667|final_static
01066,pred_vs_pred,sample_000190_f06_sub_ck667|sub_g25
01067,pred_vs_pred,sample_000190_f12_final_g10s50|final_static
01068,pred_vs_pred,sample_000190_f02_sub_ck667|final_g10s50
01069,pred_vs_pred,sample_000191_f01_sub_ck667|final_g10s50
01070,pred_vs_pred,sample_000191_f05_sub_g25|final_g10s50
01071,pred_vs_pred,sample_000191_f10_sub_ck667|sub_g25
01072,pred_vs_pred,sample_000191_f06_final_g10s50|final_static
01073,pred_vs_pred,sample_000191_f00_sub_ck667|final_g10s50
01074,pred_vs_pred,sample_000192_f10_final_g10s50|final_static
01075,pred_vs_pred,sample_000192_f07_sub_g25|final_static
01076,pred_vs_pred,sample_000192_f11_final_g10s50|final_static
01077,pred_vs_pred,sample_000192_f12_sub_ck667|final_g10s50
01078,pred_vs_pred,sample_000193_f11_sub_ck667|final_static
01079,pred_vs_pred,sample_000193_f14_final_g10s50|final_static
01080,pred_vs_pred,sample_000193_f11_sub_ck667|sub_g25
01081,pred_vs_pred,sample_000193_f03_sub_ck667|final_g10s50
01082,pred_vs_pred,sample_000193_f15_sub_ck667|final_g10s50
01083,pred_vs_pred,sample_000194_f07_sub_g25|final_static
01084,pred_vs_pred,sample_000194_f04_sub_ck667|sub_g25
01085,pred_vs_pred,sample_000194_f10_sub_ck667|final_static
01086,pred_vs_pred,sample_000194_f04_final_g10s50|final_static
01087,pred_vs_pred,sample_000194_f06_sub_ck667|final_g10s50
01088,pred_vs_pred,sample_000194_f11_sub_g25|final_static
01089,pred_vs_pred,sample_000195_f14_sub_ck667|sub_g25
01090,pred_vs_pred,sample_000195_f02_sub_g25|final_static
01091,pred_vs_pred,sample_000195_f14_sub_g25|final_static
01092,pred_vs_pred,sample_000195_f08_sub_g25|final_g10s50
01093,pred_vs_pred,sample_000195_f12_sub_g25|final_g10s50
01094,pred_vs_pred,sample_000196_f07_sub_g25|final_static
01095,pred_vs_pred,sample_000196_f09_sub_ck667|final_static
01096,pred_vs_pred,sample_000197_f13_final_g10s50|final_static
01097,pred_vs_pred,sample_000198_f15_sub_g25|final_static
01098,pred_vs_pred,sample_000198_f04_sub_ck667|final_g10s50
01099,pred_vs_pred,sample_000198_f08_sub_ck667|final_static
01100,pred_vs_pred,sample_000198_f04_sub_g25|final_static
01101,pred_vs_pred,sample_000198_f10_sub_g25|final_static
01102,pred_vs_pred,sample_000198_f10_sub_g25|final_g10s50
01103,pred_vs_pred,sample_000199_f02_sub_ck667|sub_g25
01104,pred_vs_pred,sample_000199_f02_sub_ck667|final_static
01105,pred_vs_pred,sample_000199_f10_sub_ck667|final_g10s50
01106,pred_vs_pred,sample_000199_f12_sub_ck667|sub_g25
01107,pred_vs_pred,sample_000199_f13_sub_ck667|final_g10s50
01108,pred_vs_pred,sample_000200_f09_sub_ck667|final_g10s50
01109,pred_vs_pred,sample_000200_f06_sub_ck667|final_g10s50
01110,pred_vs_pred,sample_000200_f06_sub_ck667|final_static
01111,pred_vs_pred,sample_000200_f02_sub_ck667|final_static
01112,pred_vs_pred,sample_000200_f03_sub_ck667|final_g10s50
01113,pred_vs_pred,sample_000201_f05_sub_ck667|sub_g25
01114,pred_vs_pred,sample_000201_f07_sub_g25|final_static
01115,pred_vs_pred,sample_000201_f12_sub_ck667|sub_g25
01116,pred_vs_pred,sample_000201_f11_final_g10s50|final_static
01117,pred_vs_pred,sample_000201_f11_sub_g25|final_static
01118,pred_vs_pred,sample_000202_f15_sub_ck667|final_g10s50
01119,pred_vs_pred,sample_000202_f06_sub_g25|final_static
01120,pred_vs_pred,sample_000203_f08_sub_g25|final_g10s50
01121,pred_vs_pred,sample_000203_f09_sub_g25|final_g10s50
01122,pred_vs_pred,sample_000203_f11_sub_ck667|final_g10s50
01123,pred_vs_pred,sample_000203_f08_sub_ck667|final_g10s50
01124,pred_vs_pred,sample_000203_f10_sub_ck667|final_g10s50
01125,pred_vs_pred,sample_000203_f03_sub_g25|final_static
01126,pred_vs_pred,sample_000203_f07_sub_g25|final_g10s50
01127,pred_vs_pred,sample_000204_f13_sub_g25|final_g10s50
01128,pred_vs_pred,sample_000204_f05_sub_ck667|final_g10s50
01129,pred_vs_pred,sample_000204_f03_sub_g25|final_g10s50
01130,pred_vs_pred,sample_000204_f01_sub_ck667|final_g10s50
01131,pred_vs_pred,sample_000205_f07_sub_ck667|final_g10s50
01132,pred_vs_pred,sample_000205_f14_sub_ck667|final_g10s50
01133,pred_vs_pred,sample_000205_f08_sub_g25|final_g10s50
01134,pred_vs_pred,sample_000205_f10_final_g10s50|final_static
01135,pred_vs_pred,sample_000205_f07_sub_g25|final_g10s50
01136,pred_vs_pred,sample_000205_f03_sub_ck667|final_static
01137,pred_vs_pred,sample_000206_f15_sub_ck667|final_static
01138,pred_vs_pred,sample_000206_f10_final_g10s50|final_static
01139,pred_vs_pred,sample_000206_f02_sub_g25|final_g10s50
01140,pred_vs_pred,sample_000206_f07_sub_ck667|final_g10s50
01141,pred_vs_pred,sample_000206_f11_sub_ck667|sub_g25
01142,pred_vs_pred,sample_000206_f15_sub_g25|final_g10s50
01143,pred_vs_pred,sample_000206_f06_sub_ck667|final_g10s50
01144,pred_vs_pred,sample_000206_f04_sub_ck667|final_g10s50
01145,pred_vs_pred,sample_000207_f10_sub_ck667|final_static
01146,pred_vs_pred,sample_000207_f06_sub_ck667|final_g10s50
01147,pred_vs_pred,sample_000207_f05_sub_ck667|final_static
01148,pred_vs_pred,sample_000207_f14_sub_g25|final_static
01149,pred_vs_pred,sample_000207_f11_final_g10s50|final_static
01150,pred_vs_pred,sample_000207_f10_sub_ck667|final_g10s50
01151,pred_vs_pred,sample_000207_f11_sub_ck667|final_g10s50
01152,pred_vs_pred,sample_000208_f08_sub_ck667|final_g10s50
01153,pred_vs_pred,sample_000208_f13_sub_g25|final_static
01154,pred_vs_pred,sample_000208_f04_sub_ck667|sub_g25
01155,pred_vs_pred,sample_000208_f14_sub_g25|final_static
01156,pred_vs_pred,sample_000208_f02_sub_ck667|sub_g25
01157,pred_vs_pred,sample_000208_f13_sub_ck667|sub_g25
01158,pred_vs_pred,sample_000208_f07_sub_g25|final_static
01159,pred_vs_pred,sample_000208_f03_final_g10s50|final_static
01160,pred_vs_pred,sample_000209_f02_sub_g25|final_g10s50
01161,pred_vs_pred,sample_000209_f11_sub_ck667|sub_g25
01162,pred_vs_pred,sample_000209_f01_sub_ck667|sub_g25
01163,pred_vs_pred,sample_000209_f02_sub_ck667|final_static
01164,pred_vs_pred,sample_000209_f14_sub_ck667|sub_g25
01165,pred_vs_pred,sample_000209_f14_sub_ck667|final_static
01166,pred_vs_pred,sample_000210_f11_sub_g25|final_static
01167,pred_vs_pred,sample_000210_f04_sub_ck667|final_g10s50
01168,pred_vs_pred,sample_000211_f01_sub_ck667|sub_g25
01169,pred_vs_pred,sample_000211_f13_sub_ck667|final_g10s50
01170,pred_vs_pred,sample_000211_f15_final_g10s50|final_static
01171,pred_vs_pred,sample_000211_f12_final_g10s50|final_static
01172,pred_vs_pred,sample_000211_f03_sub_ck667|sub_g25
01173,pred_vs_pred,sample_000211_f14_sub_g25|final_static
01174,pred_vs_pred,sample_000211_f12_sub_g25|final_static
01175,pred_vs_pred,sample_000212_f12_sub_g25|final_static
01176,pred_vs_pred,sample_000212_f05_sub_ck667|sub_g25
01177,pred_vs_pred,sample_000212_f00_sub_ck667|final_g10s50
01178,pred_vs_pred,sample_000212_f04_sub_ck667|sub_g25
01179,pred_vs_pred,sample_000213_f06_sub_g25|final_static
01180,pred_vs_pred,sample_000213_f14_final_g10s50|final_static
01181,pred_vs_pred,sample_000213_f09_sub_g25|final_g10s50
01182,pred_vs_pred,sample_000214_f03_sub_g25|final_static
01183,pred_vs_pred,sample_000214_f02_sub_g25|final_g10s50
01184,pred_vs_pred,sample_000214_f10_sub_g25|final_static
01185,pred_vs_pred,sample_000214_f01_sub_ck667|sub_g25
01186,pred_vs_pred,sample_000214_f10_sub_ck667|sub_g25
01187,pred_vs_pred,sample_000214_f08_sub_g25|final_g10s50
01188,pred_vs_pred,sample_000214_f11_sub_ck667|sub_g25
01189,pred_vs_pred,sample_000214_f04_sub_g25|final_static
01190,pred_vs_pred,sample_000215_f01_sub_ck667|final_static
01191,pred_vs_pred,sample_000215_f00_sub_ck667|final_static
01192,pred_vs_pred,sample_000215_f13_sub_ck667|final_g10s50
01193,pred_vs_pred,sample_000215_f11_sub_g25|final_g10s50
01194,pred_vs_pred,sample_000215_f15_sub_g25|final_static
01195,pred_vs_pred,sample_000215_f08_final_g10s50|final_static
01196,pred_vs_pred,sample_000215_f11_final_g10s50|final_static
01197,pred_vs_pred,sample_000215_f12_sub_ck667|final_g10s50
01198,pred_vs_pred,sample_000215_f10_final_g10s50|final_static
01199,pred_vs_pred,sample_000215_f03_sub_ck667|sub_g25
